,index,Unnamed: 0,Nom,Description_type,Prix_Originel,Prix_Reduc,Voyageurs,Chambres,Lits,Salles_de_Bain,Note,Nb_com,Logement_Entier,Arrivée_irréprochable,Hôte_expérimenté,Excellente_communication,Accueil_unique,Parfaitement_propre,Propre et rangé,Idéalement_situé,Annulation_gratuite_pendant_48_heures,Annulation_gratuite_longue,Arrivée_autonome,Superhost_list,Wi-Fi,WiFi_portable,lave_linge, Espace_travail_ordi,Equipement_base,Chauffage,Fer_à_Repasser,Télévision,Eau_chaude,Table_à_langer,Chaise_haute,Lit_pour_bébé,Livres_et_jouets_pour_enfants,Parking_payant,Parking_gratuit,Chargeur_EV,Salle_de_sport,Jacuzzi,Ascenseur,Piscine,Cuisine,Réfrigérateur,Vaisselle_et_couverts,Four_à_micro_ondes,Petit_déjeuner,four,Lave_vaisselle,Cafetière,Cuisinière,Ustensiles_de_cuisine_de_base,Acceuil_Personnel,Entrée_privée,Salon_privé,Boîte_à_clé_sécurisée,Clés_remises_par_hôte,Jardin,Sèche_cheveux,Cintres,Shampooing,Gel_douche,Oreillers_et_couvertures,Draps,Porte_de_la_chambre_avec_verrou,Dépôt_de_bagages_autorisé,Séjours_longue_durée_autorisé,Détecteur_de_fumée,Détecteur_de_monoxyde_de_carbone,Extincteur,Kit_de_premiers_secours,Fête,Fumeur,Animaux,Bébés,Nb_équipement,Description,Lien
10,10,0,PARIS 1 - LOUVRE - PLACE VENDOME - CHIC & ELEGANT,Vous aurez le logement (appartement) rien que pour vous.,91€,77€,5 voyageurs,1 chambre,1 lit,1 salle de bain,"5,0(",6),1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,Afficher les 36 équipements,"Le plus beaux et prestigieux quartier de Paris à côté de la ""Place Vendôme"" et en face du magnifique « Jardin des Tuileries ». Architecture historique, musée, shopping à deux pas. Magnifique appartement, luxe, lumineux et moderne. Il a été refait entièrement. La capacité est de 4 à 5 personnes

Le logement
Bel appartement avec une architecture typique du quartier des Tuileries avec une belle hauteur sous plafond. Situé au 3 ème étage dans un immeuble de standing accessible par un ascenseur, vous vous sentirez comme chez vous. Le bâtiment est protégé par digicode. Le salon comprend une cuisine ouverte avec tous les appareils (entièrement refait), il est très lumineux avec de belles grandes fenêtres en double vitrage. Le salon est équipé d’un canapé-lit de haute qualité pour deux personnes très confortables. La cuisine est bien équipée: réfrigérateur, plaque de cuisson, cafetière, four micro-ondes, bouilloire ... et tout ce dont vous avez besoin comme ustensiles de cuisine. Le salon est relaxant et lumineux. La chambre est équipée d’un grand lit avec des placards et des rideaux occultant. La salle de bain est équipée d’un lavabo, d'une douche à l'italienne et de toilettes. Il y a une machine à laver le linge. La surface est de 47 M2. Il est situé dans une résidence sécurisée.",https://www.airbnb.fr/rooms/42064507/amenities?location=Paris&adults=2&children=2&check_in=2020-06-08&check_out=2020-06-14&source_impression_id=p3_1591208661_ezOzl49w%2BU7MLzec&guests=1
11,11,0,comme à la maison,Vous aurez le logement (appartement) rien que pour vous.,45€,45€,4 voyageurs,1 chambre,2 lits,1 salle de bain,"4,92",(130),1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,Afficher les 15 équipements,"appartement 2 pièces de 38 m² en entre-sol refait à neuf dans quartier calme et agréable, proche tous commerces.
près du métro Liberté (ligne 8),à 5 minutes du tramway (porte de charenton) et du bois de vincennes.
lit de 160 + convertible 140 dans le salon . .WC accessible depuis le salon et la chambre à coucher. Mon logement est parfait pour les couples, les familles (avec enfants) et les compagnons à quatre pattes.
lit bébé ( et autres accessoires ) sur demande.

Accès des voyageurs
le logement est exclusivement réservé aux voyageurs

Numéro d'enregistrement
MAW51V",https://www.airbnb.fr/rooms/16115916/amenities?location=Paris&adults=2&children=2&check_in=2020-06-08&check_out=2020-06-14&source_impression_id=p3_1591208669_JT1OvicCtw20dO7E&guests=1
12,12,0,GRAND STUDIO et JARDIN à 10 MIN DE MONTMARTRE,Vous aurez le logement (appartement) rien que pour vous.,68€,50€,4 voyageurs,1 chambre,2 lits,1 salle de bain,"4,71",(22),1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,Afficher les 23 équipements,"Grand studio et son jardin situés dans un quartier populaire avec tous commerces à proximité.
A 10 min à pied du quartier touristique Montmartre.
Métro Barbès-Rochechouart ( lignes 2 et 4) à 2 min.
A 10 min à pied de la Gare du Nord.

Numéro d'enregistrement
7511802976204",https://www.airbnb.fr/rooms/3429186/amenities?location=Paris&adults=2&children=2&check_in=2020-06-08&check_out=2020-06-14&source_impression_id=p3_1591208677_9tMeeCiKT2bQnr8G&guests=1
13,13,0,Appartement très au calme face au Parc Montsouris,Vous aurez le logement (appartement) rien que pour vous.,92€,55€,4 voyageurs,1 chambre,2 lits,1 salle de bain,"4,93",(88),1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,Afficher les 26 équipements,"⚠️Dans le cadre de la situation sanitaire actuelle, nous attachons un soin supplémentaire a la désinfection des parties sensibles du logement.⚠️

Appartement refait à neuf situé très au calme face au parc Montsouris, loin du tumulte de la ville.
Accès simple et rapide au métro, bus et tramway. A proximité également, location de voitures et de vélos. Liaisons directes Aéroports.

Le logement
L'appartement vient tout juste d'être rénové et le style est un mélange d'ancien et de moderne.

Larges baies vitrées offrant une belle vue, sans vis-à-vis de voisinage, ce qui est rare à Paris.
Balcon filant sécurisé avec deux portes fenêtres.

Cuisine équipée avec les produits basiques à votre disposition : sel, poivre, huile, vinaigre, sucre, thé, café et tout ce qu'il faut si vous voulez cuisiner (couverts, casseroles, poêles, ustensiles etc..)

Canapé convertible très confortable dans le salon et très bon matelas dans la chambre à coucher.

Grande salle de douche avec machine à laver, savons et draps de bain fournis.

Coin repas avec radio Bluetooh et joli table scandinave qui se transforme en vraie table de jeu avec tapis vert.

Accès des voyageurs
Logement entier.",https://www.airbnb.fr/rooms/20980595/amenities?location=Paris&adults=2&children=2&check_in=2020-06-08&check_out=2020-06-14&source_impression_id=p3_1591208685_UcSQgLaRLxRqvWfn&guests=1
14,14,0,Paris 17 Levallois appartement cosy et très propre,Vous aurez le logement (appartement) rien que pour vous.,55€,55€,4 voyageurs,1 chambre,2 lits,1 salle de bain,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,Afficher les 29 équipements,"À 2 minutes en métro du 17ème arrondissement, à 15 minutes des Champs Elysée et à 10 minutes du centre de Paris.
Au coeur de la très charmante ville de Levallois, cet appartement très bien équipé, tout confort, se trouve vraiment à proximité de tous les commerces. À moins d’une minutes à pieds il y’à un Monoprix, boulangerie, tabac, pharmacie, restaurants, Mcdo.
À 3 minutes à pieds de deux stations de métro (Anatole France, Louise Michel).
À 7min à pied d’un grand centre commercial So Ouest.

Le logement
Logement très bien équipé, très propre, possédant absolument tout le confort moderne, avec une grande télé dans le salon, une télé dans la chambre, un lit 2 places très confortable, une cuisine entièrement équipée ( plaques électriques, vaisselle, four, micro-ondes, cafetière, bouilloire...), une salle de bains avec des serviettes propres, une machine à laver.
Cet appartement se situe à 10 minutes du centre de paris, à 3 minutes du métro avec tous les commerces à proximité, Monoprix, tabac, épicerie, boulangerie, pharmacie, restaurants... à moins d’une minutes. Une autre avenue commerçante juxtaposant la rue contient de grandes boutiques de marques. À 6 minutes du logement se trouve un grand centre commercial So Ouest, très calme, avec de nombreuses boutiques, un grand cinéma Pathé se trouve en face de ce centre.
Ce logement possède une situation unique car vous avez tout ce que vous désirez à moins de 7 minutes à pieds, de plus il est très bien desservi par les transports grâce aux nombreuses lignes de bus disponibles et au métro.",https://www.airbnb.fr/rooms/42314797/amenities?location=Paris&adults=2&children=2&check_in=2020-06-08&check_out=2020-06-14&source_impression_id=p3_1591208693_1bKoK3S1pxsAMjS1&guests=1
15,15,0,Appartement moderne Porte de Pantin - Ménage professionnel,Vous aurez le logement (appartement) rien que pour vous.,40€,40€,4 voyageurs,1 chambre,2 lits,1 salle de bain,"4,33",(3),1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Afficher les 20 équipements,"Bienvenue dans mon bel appartement de 30 mètres carrés situé à Pantin. Il est localisé au 2ème étage sans ascenseur.
Le logement est composé de 1 chambre, 1 salle de bain et peut accueillir jusqu'à 4 personnes. Il est idéalement placé à proximité du parc de la Villette (arts, détente et sport en milieu urbain. Un véritable lieu de vie, avec une programmation riche : expo, cirque, danse...). Proche des métros pour le centre de Paris.
Un ménage professionnel est réalisé avant chaque séjour.

Le logement
Ce logement est nettoyé et préparé par des professionnels, voir ci dessous pour plus de détails
Le logement est tout équipé et conviendra parfaitement à un séjour touristique ou professionnel à Paris. Il sera très apprécié pour sa proximité avec les lieux préférés des locaux. N’hésitez pas à me demander des bonnes adresses ;)
Le logement possède 2 lits du type suivant : 1 canapé-lit, 1 lit double.
Il est en général très apprécié des voyageurs pour sa vue, sa luminosité

Le logement possède les équipements suivants :
Télévision, Machine à Café, Four, Micro-onde, Fer à repasser, Sèche-cheveux, Machine à laver
Dans ce logement, les questions sanitaires sont au centre des priorités. Voici le détails des mesures prises pour chaque voyageur afin de vous permettre de voyager en sécurité :

L’agent d’entretien en charge de préparer le logement pour votre arrivée sera entièrement protégé par le port d’un masque et de gants pendant l'entièreté de sa prestation

Des produits virucides de normes EN 14476 seront utilisés pour désinfecter complètement l’appartement avec une attention toute particulière sur les surfaces, les clés, les poignées de portes et les interrupteurs.

Le linge de maison sera fourni par un professionnel ayant recours au nettoyage industriel à des températures très élevées.

Accès des voyageurs
Les voyageurs seront les seuls à avoir accès à l'appartement durant leur location.",https://www.airbnb.fr/rooms/41758148/amenities?location=Paris&adults=2&children=2&check_in=2020-06-08&check_out=2020-06-14&source_impression_id=p3_1591208701_C9ZHTK1Bq1Zpu%2Fh0&guests=1
16,16,0,Vue Tour Eiffel à Saint Germain!,Vous aurez le logement (appartement) rien que pour vous.,120€,120€,6 voyageurs,2 chambres,2 lits,1 salle de bain,"4,89",(152),1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,Afficher les 19 équipements,"Appartement refait à neuf plein charme rue du Cherche-Midi, au cœur du 6eme arrondissement. A deux pas du Luxembourg et du Bon Marché. Deux chambres, sublime vue sur la Tour Eiffel, 2 balcons, très jolie salle de bain avec WC séparés. Cuisine équipée ouverte, canapé-lit, wifi... Un rêve!

Le logement
Situé au 6ème étage d'un bel immeuble pierre de taille ravalé, l'appartement est accessible par ascenseur. Les parties communes sont très agréables. Il dispose d'une très belle vue dégagée sur la Tour Eiffel et les toits de Paris, et de 2 balcons. L'appartement, traversant, est très lumineux. Il est composé d'un salon avec un canapé-lit (couchage 2 places 140). Chacune des 2 chambres dispose d'un lit de 140. La cuisine, ouverte sur le salon est très bien équipée. L'appartement dispose de toilettes séparés, d'une jolie salle de douche à l'Italienne et de nombreux rangements.

Numéro d'enregistrement
7510601747604",https://www.airbnb.fr/rooms/9273292/amenities?location=Paris&adults=2&children=2&check_in=2020-06-08&check_out=2020-06-14&source_impression_id=p3_1591208709_xiW8dXtkp1PmV9ju&guests=1
17,17,0,☀️ Beau T2 au pied de Montmartre ☀️ Soleil,Vous aurez le logement (appartement) rien que pour vous.,73€,60€,4 voyageurs,1 chambre,2 lits,1 salle de bain,"4,68",(76),1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,Afficher les 30 équipements,"Venez découvrir mon grand T2 ( environ 35 m2) au coeur de Paris. Il est situé dans le 18 ème, près de Montmartre et à deux pas du Moulin Rouge.
Cet appartement peut accueillir jusqu'à 4 personnes, il est au 2ème étage (avec un grand ascenseur) et est très bien équipé.
Ce logement est entouré de boutiques pour faire du shopping, de boulangeries, d'épicerie mais aussi de restaurants et de bars... N'hésitez plus !

Le logement
Le logement est composé :

🌼 d'une cuisine équipée ( Four/Four à micro-onde, Réfrigérateur avec espace congélation, plaque de cuisson à induction, d'un lave vaisselle, machine à Expresso, bouilloire, presse agrume électrique, batteur électrique, grille-pain et tout le nécéssaire pour cuisiner comme si vous étiez chez vous....) avec une table à rallonge,

🌼 d'un salon avec un canapé lit (140x190),

🌼 d'une chambre avec un grand lit (160x200),

🌼 d'une vaste salle de douche avec WC.

L'appartement est équipé du chauffage ainsi que de la climatisation.

Les voyageurs auront accès à un WIFI Haut débit (fibre optique) et à la télévision (une dans la chambre et une dans le salon).

Vous avez la possibilité de louer un lit parapluie si besoin.

Pour votre sécurité des détecteurs de fumée y sont installés.

🥐☕️🥞 Un petit-déjeuner peut vous être livré tous les jours (sur commande avant votre arrivée) 🥞☕️🥐

Accès des voyageurs
Les voyageurs auront accès à l'ensemble du logement.

Autres remarques
Pour les voyageurs souhaitant arriver après 20h00 je leur demanderai une participation supplémentaire de 24€ à donner à un ami qui se déplacera, vous remettra les clés et vous fera visiter l'appartement.

Numéro d'enregistrement
7511802382128",https://www.airbnb.fr/rooms/28358435/amenities?location=Paris&adults=2&children=2&check_in=2020-06-08&check_out=2020-06-14&source_impression_id=p3_1591208717_cHoa53zipeGCIWS%2B&guests=1
18,18,0,AMAZING LOFT NEAR PARIS OPERA 4/5 P,Vous aurez le logement (appartement) rien que pour vous.,189€,109€,5 voyageurs,2 chambres,3 lits,1 salle de bain,"4,69",(524),1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,Afficher les 36 équipements,"Appartement Cosy 17 siècle de 4/6 pers (tomettes, parquet) au centre de Paris rue Montmartre,1er étage sur cour dégagée. Code, interphone.
Près de l'Opéra.
3 pièces 1 entrée,1 séjour + 1 canapé lit confortable, 2 chambres + 2 lits double, toilette, 1 cuisine ouverte,1 TRÈS petite salle de douche,la douche est très confortable et 1 WC.
Possibilité de laisser les bagages à partir de 11H30 / 11.30 PM pendant que la femme de chambre nettoie et revenir à partir de 14H/ 2 PM.
Cordialement.
Patricia

Le logement
Possibilité de laisser les bagages à partir de 11h30 /11H30 AM pendant que la femme de chambre nettoie et revenir à partir de 14H/ 2 PM.

Charmant appartement ancien de 4 à 6 personnes (tomettes, parquet) au centre de Paris rue Montmartre ,1er étage sur cour. Code, interphone.Près de l'Opéra.
3 pièces (séjour, 2 chambres) + entrée, toilettes, cuisine ouverte e tune petite salle de douche.
Tout l'appartement!
2 chambres (1ere chambre : un lit 2 personnes, 2e chambre : un lit 2 personnes)
Petite salle de douche .Dans le salon un canapé lit 2 personnes.
Petite cuisine bien équipée (réfrigérateur, congélateur, lave linge séchant, micro ondes, machine à café Nespresso...) Le tout neuf.
Décoration style loft avec poutres apparentes et de qualité.

Accès des voyageurs
Paris centre rue Montmartre, près de l'Opéra , Charmant appartement ancien, parquet tomette 1er étage sur cour. Code, interphone.linge de maison et les serviettes inclus
3 pièces (séjour, 2 chambres) + entrée, toilettes, cuisine ouverte et une petite salle de douche.
2 chambres (1ere chambre : un lit 2 personnes, 2e chambre : un lit 2 personnes)
Petite salle de douche .Dans le salon un canapé lit 2 personnes.
Petite cuisine bien équipée (réfrigérateur, congélateur, lave linge séchant, micro ondes, machine à café Nespresso...) Le tout neuf.
Décoration style loft avec poutres apparentes et de qualité.
Quartier très central proche Opéra- grands boulevards, Martyrs Montorgueil, Etienne Marcel Place des victoires, Place de la Bourse
Gare St Lazare ligne 3 direct métro Bourse et bus direct numéro 20 Gare du nord bus direct numéro 48 Gare de l'Est bus direct numéro 39 Metro Bourse ligne 3 Grands Boulevards ligne 8 et 9 Ligne de Bus numéro:

Autres remarques
Possibilité de laisser les bagages à partir de 10h30 / AM pendant que la femme de chambre nettoie et revenir à partir de 13H/ 1 PM.

Au rez-de-chaussée de l'immeuble, il y a un petit théâtre
Une ou deux fois par semaine donne un spectacle qui peut se produire et peut causer du bruit .
Nous nous excusons d'avance pour les désagréments encourus et vous remercions de votre compréhension !!!

On the ground floor of the building there is a small theater.
Once or twice a week a late show can occur and cause inconvenience .We apologize in advance !!!!

Lieux d'intérêt
•Tour Eiffel
•Disneyland Paris
•Musée du LouvreNous vous demandons donc de bien vouloir respecter le bien-être de tous les occupants en gardant la porte d’entrée de notre appartement fermée,
•Champs-Élysées
•Galeries Lafayette
•Stade de France
•Arc de Triomphe
•Opéra de Paris
•Cathédrale Notre-Dame
•Centre-ville de Paris
•Parc des expositions Paris Nord Villepinte
•Jardin du Luxembourg
•Moulin Rouge
•Marais
•Parc des Princes
•Opéra Bastille
•Hippodrome de Longchamp
•Place Vendôme
•Musée national Eugène-Delacroix
•Hôpital Henri Mondor

Idéalement situé en plein coeur de la capitale, vous pourrez découvrir les principaux sites touristiques de Paris ; l'Opéra Garnier, le Louvre et le jardin des Tuileries, la place de la Concorde et la place Vendôme, la Tour Eiffel, les Invalides…
Sans oublier de faire du shopping aux Galeries Lafayette, au Printemps et dans les innombrables boutiques du quartier de l'Opéra tout proche de l'appartement
Monuments :
Tour Eiffel, Arc de Triomphe, Notre-Dame, Sacré Coeur…
Musées :
Louvre, Orsay, d'Art Moderne G. Pompidou, Rodin, Jacquemart-André…
Jardins :
Tuileries, Luxembourg, Palais Royal, Parc Monceau…
Shopping :
Grands magasins, Faubourg Saint-Honoré, Place Vendôme…
Concert :
Opéra Garnier, Opéra Bastille, Olympia, Salle Pleyel, POPB…

Numéro d'enregistrement
7510200204325",https://www.airbnb.fr/rooms/4911410/amenities?location=Paris&adults=2&children=2&check_in=2020-06-08&check_out=2020-06-14&source_impression_id=p3_1591208725_DcnQhntsyqhJoy03&guests=1
19,19,0,2 pièces 43 m2 au calme Place d'italie,Vous aurez le logement (appartement) rien que pour vous.,63€,63€,4 voyageurs,1 chambre,2 lits,"1,5 salle de bain",,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,Afficher les 19 équipements,"appartement is located in 10m walk to subway station Place d'italie, (ligne 5,6,7) which takes you to everywhere in Paris, and easy connection to Paris airports .
A large bed (140x 190) with latex mattress and a sofa bed in the living room will provide you a comfortable night of sleepThe kitchen is equipped with fridge, microwave, oven and washing machine with dryer.

Le logement
I'appartement est situé dans un rue calme à moins de 10 min du métro Place D'italie (ligne 5, 6, 7), Place D'italie est un quartier commerces, restaurants, marché, cinéma et bars à proximité. C'est un deux pièces avec petit jardin cour.

You’ll find everyrhing in the neighborood from restaurants and cafés to market places, supermarkets, post office, banks, museums book shops, cinemas, an hospital, lots of buses stops, metro Place D'italie stations (ligne 5, 6 , 7) witch takes you to everywhere in Paris, an easy connection to Paris airports .
- d'une kitchenette entièrement équipée,
- d'une chambre en mezzanine,
- d'une petite salle de bains avec WC,
- d'un lave linge séchant.
- d'une chambre en mezzanine,
- d'une petite salle de bains avec WC,
- d'un lave linge séchant.",https://www.airbnb.fr/rooms/42607545/amenities?location=Paris&adults=2&children=2&check_in=2020-06-08&check_out=2020-06-14&source_impression_id=p3_1591208734_hgizActRUbw3Tlz3&guests=1
20,20,0,"Bel appartement moderne, pratique au cœur de Paris",Vous aurez le logement (appartement) rien que pour vous.,72€,72€,6 voyageurs,2 chambres,3 lits,1 salle de bain,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,Afficher les 35 équipements,"C'est un très joli appartement, dans un bel immeuble Parisien, refait à neuf, décoré et aménagé par un architecte d'intérieur, avec une touche moderne et élégante.
Il est bien positionné, dans le quartier du marais à 5 minutes de la Seine et de la cathédrale Notre Dame.
Entièrement équipé: cuisine, réfrigérateur, lave-vaisselles, lave-linge, sèche-linge, micro-ondes, serviettes, draps, télévision, wifi…, l'appartement possède deux lits doubles et une armoire de rangements.

Le logement
La cuisine est ouverte sur la partie salle à manger, équipée d'une table à manger extensible. La salle de bains, refaite à neuf possède une douche, un lavabo avec miroir et un meuble de rangements. Ce charmant appartement est très bien aménagé dans un esprit contemporain: vous y trouverez de nombreuses œuvres, peintures d'artistes Parisiens ainsi que tout ce dont vous aurez besoin pendant votre séjour : des équipements modernes (cafetière Nespresso, bouilloire, grille pains...), une très bonne literie qu'il s'agisse des lits comme du canapé-lit. L'appartement est au calme, lumineux et idéalement bien situé dans le centre de Paris.

Autres remarques
Nous pouvons aussi vous proposer notre service de chauffeur privé (non obligatoire). Il vise à apporter un confort et une simplicité à nos vacanciers. Le chauffeur viendra vous chercher à l’aéroport, derrière la porte des bagages, ou à la gare, avec un Ipad où votre nom sera écrit. Il vous accompagnera en portant vos bagages jusqu'à l'appartement où je vous attendrai. Cela vous évite d'attendre un taxi ou de prendre les transports en commun. C'est un service que vous pourrez aussi utiliser pendant votre séjour. Si vous en avez besoin, n'hésitez pas à me le demander pour que je puisse l'organiser pour vous.

Numéro d'enregistrement
7510403855825",https://www.airbnb.fr/rooms/43504335/amenities?location=Paris&adults=2&children=2&check_in=2020-06-08&check_out=2020-06-14&source_impression_id=p3_1591208774_rzJtJ0eJ58WJKLVy&guests=1
24,24,0,MAISON LE BAC Apt. 101B,Vous aurez le logement (appartement) rien que pour vous.,87€,87€,4 voyageurs,1 chambre,2 lits,1 salle de bain,"4,59",(27),1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,Afficher les 19 équipements,"Idéalement situé, au cœur du Paris historique, entre Opéra et République, à quelques pas de la rue gastronomique et animée de la rue Montergueil, le bâtiment de la Maison le Bac date du XVIIe siècle sous le règne d'Henri IV et abritait les mariés royaux et les écuries. La station de métro est à quelques pas avec un accès direct aux Champs-Élysées, au Trocadéro, à la Tour Eiffel. Les célèbres grands magasins du Printemps et des Galeries Lafayette sur le boulevard Haussman sont accessibles à pie

Le logement
L'appartement, avec de hauts plafonds et du parquet en bois franc, est décoré avec une élégance discrète et dans un style contemporain. L'entrée spacieuse et ouverte donne sur une salle de séjour lumineuse et gaie, avec une cuisine ouverte et entièrement équipée. Face à la télévision à écran plat se trouve un canapé confortable et haut de gamme, qui peut être transformé en canapé-lit pouvant accueillir 2 personnes. La chambre calme et tranquille avec son lit queen-size confortable a un grand placard et des espaces de rangement et une salle de bains moderne récemment rénovée. L'appartement est tranquillement luxueux et confortable.

Numéro d'enregistrement
7510202133437",https://www.airbnb.fr/rooms/36856205/amenities?location=Paris&adults=2&children=2&check_in=2020-06-08&check_out=2020-06-14&source_impression_id=p3_1591208814_QJpg90sBAvYKh%2FLh&guests=1
